repository_id,repository_name,business_unit,repository_full_name,repository_description,repository_private,repository_fork,repository_language,repository_stars,repository_forks,repository_created_at,Production,Storage,PCI
1,ams-unity,ams,PropertyBrands/ams-unity,AMS Unity Project,True,False,PHP,1,0,2019-03-13T19:46:32Z,In Production,Delete,Not in Scope
